beta-Carotene,CA00100,11,44,136.9486,0.5424,0.2265,2514.7628,527.9525,0.25,600.932,536.873
beta-Carotene,LMPR01070017,13,39,282.263,0.6613,0.4111,2000.6608,470.8549,0.3333,744.460120,536.873
beta-Carotene,CA00584,8,28,175.2145,0.4118,-0.0993,1924.9733,509.7979,0.2857,600.848,536.873
beta-Carotene,LMPR0106010036,10,37,96.1431,0.4585,0.0586,1974.3813,467.9947,0.2703,442.381080,536.873
beta-Carotene,CA00828,9,34,271.0609,0.367,-0.1712,2518.9357,577.0503,0.2647,424.558,536.873
beta-Carotene,CA01017,2,28,227.2267,0.1302,-0.3747,2132.2779,498.935,0.0714,226.306,536.873
beta-Carotene,CA00065,12,25,24.4299,0.7624,0.4908,871.7728,299.5253,0.48,542.896,536.873
beta-Carotene,LMPR0102070019,5,37,465.4505,0.0193,-0.6274,3221.7927,637.0314,0.1351,542.199945,536.873
beta-Carotene,CA00044,10,27,33.7991,0.6104,0.2027,1392.4667,403.7231,0.3704,536.848,536.873
beta-Carotene,LMPR01070462,13,32,74.636,0.6937,0.4204,1287.1069,363.328,0.4062,556.464415,536.873
beta-Carotene,LMPR0103600002,4,27,98.8988,0.1834,-0.3678,1819.3297,446.0832,0.1481,220.182715,536.873
beta-Carotene,CA00659,13,38,197.2927,0.5937,0.2565,2165.0833,516.4732,0.3421,582.832,536.873
beta-Carotene,CA00416,7,29,107.9969,0.4985,0.0694,1709.772,425.3401,0.2414,600.848,536.873
beta-Carotene,CA00675,9,43,325.3367,0.4543,0.0588,2818.1427,581.238,0.2093,612.774,536.873
beta-Carotene,LMPR01070367,11,38,173.8166,0.551,0.2317,1773.704,427.3929,0.2895,1112.898320,536.873
beta-Carotene,LMPR0104260001,4,30,178.0701,0.0198,-0.6135,2578.0046,570.2266,0.1333,316.203845,536.873
beta-Carotene,LMPR0104330012,10,40,340.9462,0.4892,0.1124,2402.9702,536.0001,0.25,618.319270,536.873
beta-Carotene,LMPR0103670002,2,29,229.7408,0.1184,-0.3786,2156.3148,500.9116,0.069,332.054254,536.873
beta-Carotene,LMPR0104150002,4,37,536.7064,0.0358,-0.5991,2407.9168,500.6409,0.1081,438.298140,536.873
beta-Carotene,CA00739,14,36,189.1845,0.6998,0.4634,1636.5722,425.3902,0.3889,584.848,536.873
beta-Carotene,LMPR01090022,13,23,67.0845,0.6553,0.1944,1021.2149,370.7121,0.5652,300.208930,536.873
beta-Carotene,CA00689,10,27,66.8542,0.6175,0.2048,1407.3618,398.1552,0.3704,568.848,536.873
beta-Carotene,CA01055,1,26,220.4026,0.0018,-0.5518,2039.4304,477.7902,0.0385,154.244,536.873
beta-Carotene,CA00455,15,65,400.3121,0.4986,0.2716,3368.4479,591.8519,0.2308,1029.522,536.873
beta-Carotene,CA00230,12,45,287.8227,0.5706,0.273,2699.3652,542.4056,0.2667,730.988,536.873
beta-Carotene,LMPR0102090045,1,27,133.2498,0.0042,-0.5307,2170.8464,503.7526,0.037,196.146330,536.873
beta-Carotene,LMPR0106040009,7,43,333.3901,0.1965,-0.2802,2731.0537,557.0183,0.1628,574.350570,536.873
beta-Carotene,LMPR01070364,13,62,373.1344,0.528,0.3199,2917.2822,546.668,0.2097,1146.919055,536.873
beta-Carotene,LMPR0102090022,3,23,49.7104,0.3134,-0.1247,1613.5058,426.4252,0.1304,136.125200,536.873
beta-Carotene,LMPR01070142,9,23,29.2283,0.6417,0.2673,1093.4699,350.0664,0.3913,404.344300,536.873
beta-Carotene,LMPR0106150070,2,43,300.32,0.0209,-0.5721,2706.103,514.0058,0.0465,490.365825,536.873
beta-Carotene,LMPR03030006,7,29,58.4709,0.5572,0.2102,1437.5654,381.9509,0.2414,654.381431,536.873
beta-Carotene,LMPR0106150064,5,94,1505.3604,0.014,-0.4845,6570.3208,809.5037,0.0532,1988.924190,536.873
beta-Carotene,CA00602,13,41,108.0508,0.5984,0.2936,2312.4022,507.2141,0.3171,582.874,536.873
beta-Carotene,LMPR0104350002,4,31,242.1717,0.113,-0.4225,2497.8993,564.7654,0.129,316.203845,536.873
beta-Carotene,CA00371,17,30,19.7463,0.7832,0.5758,984.1779,337.2892,0.5667,552.848,536.873
beta-Carotene,LMPR02010039,10,37,150.1698,0.4401,0.0053,2324.5618,540.8163,0.2703,718.568880,536.873
beta-Carotene,LMPR0102070011,4,23,709.83,0.0215,-0.5403,1992.7891,518.188,0.1739,168.115030,536.873
beta-Carotene,LMPR0104080005,5,31,169.5746,0.0369,-0.5938,2243.0408,509.4254,0.1613,272.250400,536.873
beta-Carotene,LMPR0104040007,2,34,323.8268,0.013,-0.4964,2596.3202,561.0571,0.0588,304.203845,536.873
beta-Carotene,CA01232,10,37,133.7832,0.6051,0.2849,2067.1248,489.0654,0.2703,574.81,536.873
beta-Carotene,LMPR0102060003,5,21,85.071,0.3243,-0.109,1422.8091,421.3113,0.2381,168.115030,536.873
beta-Carotene,LMPR01070011,16,34,35.181,0.6672,0.3623,1565.415,432.487,0.4706,536.438200,536.873
beta-Carotene,LMPR0106150053,7,58,828.3051,0.1027,-0.5138,3876.8005,611.6667,0.1207,1120.566560,536.873
beta-Carotene,LMPR0102090036,1,26,229.193,0.0066,-0.4992,2152.3228,515.8276,0.0385,152.120115,536.873
beta-Carotene,LMPR01070417,12,25,65.8935,0.7573,0.4522,976.9516,325.5291,0.48,568.428030,536.873
beta-Carotene,LMPR0106010038,6,26,80.574,0.3136,-0.1833,1617.8619,431.4176,0.2308,442.381080,536.873
beta-Carotene,LMPR0104280002,4,32,586.2925,0.0527,-0.7225,1937.6733,447.0094,0.125,290.260965,536.873
beta-Carotene,LMPR0106100001,4,46,562.7196,0.0093,-0.6168,3887.2857,671.6317,0.087,720.262940,536.873
beta-Carotene,CA00292,17,30,82.9147,0.6838,0.3152,1468.4727,453.9369,0.5667,508.754,536.873
beta-Carotene,LMPR01070074,12,40,232.2305,0.6207,0.3357,2143.5629,478.3768,0.3,598.402210,536.873
beta-Carotene,CA00898,4,33,381.5198,0.2621,-0.3269,2602.0895,540.486,0.1212,976.952,536.873
beta-Carotene,LMPR0105020004,7,32,874.2208,0.0897,-0.8731,1809.2452,437.7624,0.2188,350.391250,536.873
beta-Carotene,CA00511,12,35,259.8367,0.628,0.3004,1872.2388,470.4829,0.3429,614.832,536.873
beta-Carotene,LMPR0104010008,3,31,92.9528,0.0316,-0.5389,2053.2292,474.3886,0.0968,456.240581,536.873
beta-Carotene,LMPR0104400002,7,30,101.9533,0.3216,-0.1758,1766.8387,437.0597,0.2333,288.245315,536.873
beta-Carotene,CA00361,13,38,240.9273,0.6888,0.4613,1712.8129,400.9221,0.3421,714.988,536.873
beta-Carotene,CA00876,2,35,409.8647,0.0951,-0.509,3069.0561,607.3251,0.0571,426.45,536.873
beta-Carotene,CA00328,12,25,75.1122,0.8175,0.5957,803.4333,269.1828,0.48,568.848,536.873
beta-Carotene,CA00107,6,58,545.588,0.0428,-0.6005,2974.0194,510.5022,0.1034,1410.412,536.873
beta-Carotene,CA01088,9,43,369.7064,0.3464,-0.142,3097.535,616.4959,0.2093,630.79,536.873
beta-Carotene,LMPR0106150019,3,43,213.4199,0.0283,-0.4849,2633.5799,525.6413,0.0698,456.360345,536.873
beta-Carotene,LMPR0103090026,5,30,254.5141,0.3554,-0.1568,2158.0052,507.4258,0.1667,360.120905,536.873
beta-Carotene,LMPR0104230007,2,36,281.9618,0.101,-0.416,2700.7004,555.7188,0.0556,408.214805,536.873
beta-Carotene,LMPR0103370008,5,26,195.584,0.1462,-0.4212,1940.9794,491.1445,0.1923,252.172545,536.873
beta-Carotene,CA00575,11,34,292.219,0.6063,0.2594,1879.0377,494.5837,0.3235,582.79,536.873
beta-Carotene,LMPR01090009,15,20,30.2523,0.9409,0.8392,236.9253,144.1836,0.75,286.229665,536.873
beta-Carotene,LMPR01070103,11,40,224.807,0.5612,0.2124,2504.4783,555.1268,0.275,598.402210,536.873
beta-Carotene,CA00468,17,31,88.0748,0.7002,0.3851,1392.435,433.4186,0.5484,564.816,536.873
beta-Carotene,LMPR02020090,7,39,183.1696,0.3127,-0.1828,2721.7586,565.7341,0.1795,466.308310,536.873
beta-Carotene,LMPR0103090014,4,32,247.28,0.2882,-0.2309,2329.6387,513.7016,0.125,348.157290,536.873
beta-Carotene,CA01018,2,27,288.6199,0.0105,-0.5825,2241.4815,516.0036,0.0741,242.306,536.873
beta-Carotene,LMPR01070584,14,56,379.9585,0.5006,0.228,3179.8911,603.0055,0.25,968.710520,536.873
beta-Carotene,LMPR0106200003,4,41,202.8683,0.0376,-0.5498,2419.3677,494.3589,0.0976,426.386165,536.873
beta-Carotene,LMPR0104170004,4,31,334.7889,0.0202,-0.5965,2506.3141,550.9157,0.129,332.162375,536.873
beta-Carotene,LMPR0103190006,4,27,103.4997,0.154,-0.3923,1927.2769,474.4659,0.1481,204.187800,536.873
beta-Carotene,LMPR0103060007,4,28,44.9378,0.246,-0.2485,1921.81,468.2474,0.1429,204.187800,536.873
beta-Carotene,LMPR0102090053,3,23,620.2617,0.0434,-0.6919,1713.6674,440.4069,0.1304,172.146330,536.873
beta-Carotene,CA00926,13,43,88.7147,0.5701,0.2581,2539.8833,544.8094,0.3023,687.06,536.873
beta-Carotene,CA00579,10,42,340.6719,0.4574,0.0431,2728.3539,570.9389,0.2381,630.79,536.873
beta-Carotene,LMPR0106180024,7,42,301.2964,0.1225,-0.3496,2653.7702,563.33,0.1667,512.350175,536.873
beta-Carotene,CA00444,7,30,200.5466,0.4756,0.0201,1836.3254,444.4491,0.2333,600.848,536.873
beta-Carotene,LMPR0106150014,4,41,249.2576,0.1159,-0.3253,2531.5342,537.1302,0.0976,470.339610,536.873
beta-Carotene,LMPR0103700008,1,30,148.4794,0.015,-0.5337,2166.3548,487.3397,0.0333,220.182715,536.873
beta-Carotene,CA00232,17,34,64.2183,0.7022,0.4393,1534.1703,431.7742,0.5,552.848,536.873
beta-Carotene,LMPR0104050005,7,29,109.7977,0.32,-0.1819,1874.6313,477.9342,0.2414,300.208930,536.873
beta-Carotene,CA00558,11,49,391.1309,0.4014,0.0146,3200.4221,624.5414,0.2245,712.972,536.873
beta-Carotene,CA00801,4,25,118.0308,0.3259,-0.1723,1829.972,474.4042,0.16,190.274,536.873
beta-Carotene,CA00537,12,34,221.8778,0.6331,0.2992,1800.5945,463.7453,0.3529,717.892,536.873
beta-Carotene,LMPR0106010044,8,24,30.8443,0.7009,0.4417,940.097,307.8654,0.3333,408.375600,536.873
beta-Carotene,CA00968,8,45,332.1024,0.3969,-0.0446,3160.8788,601.9231,0.1778,612.774,536.873
beta-Carotene,LMPR01070626,16,19,8.9619,0.9026,0.7047,286.1169,188.0857,0.8421,536.438200,536.873
beta-Carotene,LMPR0103090018,5,30,272.4675,0.3306,-0.2384,2353.7894,538.9554,0.1667,360.120905,536.873
beta-Carotene,LMPR0106160002,6,39,247.5407,0.0478,-0.5873,2350.3963,494.9645,0.1538,426.386165,536.873
beta-Carotene,LMPR0103090004,5,30,257.1885,0.3551,-0.158,2160.6796,507.7819,0.1667,360.120905,536.873
beta-Carotene,CA00870,5,29,215.2964,0.2689,-0.2956,2356.8138,555.2194,0.1724,288.372,536.873
beta-Carotene,LMPR0104170013,1,34,378.0045,0.0024,-0.5668,2739.3911,559.3323,0.0294,346.141640,536.873
beta-Carotene,LMPR0106150066,4,58,605.7722,0.0161,-0.5367,4204.7536,670.7495,0.069,1130.550910,536.873
beta-Carotene,LMPR0106080015,6,55,675.8125,0.2084,-0.3185,3197.2973,527.7242,0.1091,946.550120,536.873
beta-Carotene,LMPR0106080008,8,57,860.2606,0.1905,-0.344,3614.0754,588.8616,0.1404,1076.576730,536.873
beta-Carotene,CA00473,16,31,138.8976,0.6747,0.3407,1376.1664,424.1358,0.5161,566.832,536.873
beta-Carotene,LMPR0104010026,3,29,739.9849,0.0547,-0.7265,1809.0199,437.5891,0.1034,298.323565,536.873
beta-Carotene,LMPR0103010002,6,26,55.6271,0.5114,0.1437,1381.8052,382.8128,0.2308,382.131031,536.873
beta-Carotene,LMPR01070394,13,57,251.3214,0.5269,0.289,2921.5322,555.8117,0.2281,1156.867020,536.873
beta-Carotene,CA00400,16,35,107.3042,0.6747,0.391,1602.0484,424.1421,0.4571,568.848,536.873
beta-Carotene,LMPR0102070062,1,32,495.8632,0.0072,-0.6737,2749.7165,552.6603,0.0312,422.142430,536.873
beta-Carotene,LMPR0104130005,4,33,314.959,0.0267,-0.5273,2355.7858,524.7467,0.1212,286.229665,536.873
beta-Carotene,CA01173,4,25,193.5843,0.1465,-0.4051,1930.5302,492.74,0.16,208.29,536.873
beta-Carotene,CA01152,6,29,243.1465,0.3087,-0.2484,2158.3649,510.6858,0.2069,346.366,536.873
beta-Carotene,LMPR02030037,10,55,263.9956,0.3706,0.0288,3172.9552,597.5674,0.1818,736.579445,536.873
beta-Carotene,LMPR0103470001,1,30,565.1892,0.0076,-0.6651,1965.0504,448.2432,0.0333,222.198365,536.873
beta-Carotene,CA00376,14,32,103.4676,0.8,0.6388,1101.979,313.8627,0.4375,582.874,536.873
beta-Carotene,CA00068,9,25,53.1723,0.6014,0.1487,1407.6851,410.3754,0.36,532.816,536.873
beta-Carotene,LMPR01070148,14,34,124.8651,0.6663,0.3589,1664.1449,430.4168,0.4118,664.379762,536.873
beta-Carotene,CA00143,14,39,88.8174,0.7429,0.583,1507.0632,375.3929,0.359,574.938,536.873
beta-Carotene,CA00208,13,39,97.0915,0.5478,0.1669,2346.0622,530.0691,0.3333,568.848,536.873
beta-Carotene,CA00706,12,40,42.7827,0.5769,0.2426,2389.9563,536.4339,0.3,532.816,536.873
beta-Carotene,LMPR0105050002,6,33,255.4073,0.2152,-0.2937,2226.1397,513.178,0.1818,374.282095,536.873
beta-Carotene,CA00714,15,54,293.9666,0.5552,0.3152,2995.1366,575.5153,0.2778,909.294,536.873
beta-Carotene,CA00551,11,28,146.6696,0.6984,0.382,1236.1828,387.4367,0.3929,596.816,536.873
beta-Carotene,CA00010,9,31,126.1536,0.4935,-0.0115,2166.1856,531.9134,0.2903,414.604,536.873
beta-Carotene,LMPR01080069,8,45,311.8369,0.4191,0.052,2243.0981,448.0619,0.1778,770.627185,536.873
beta-Carotene,CA00672,12,42,277.0525,0.5869,0.2947,2328.9517,518.3064,0.2857,612.816,536.873
beta-Carotene,LMPR0104220001,4,32,86.2268,0.1469,-0.3905,2113.3483,481.1401,0.125,272.250400,536.873
beta-Carotene,CA00957,12,45,296.3452,0.5637,0.2548,2781.7175,552.2681,0.2667,745.014,536.873
beta-Carotene,LMPR01070166,13,42,187.3129,0.5796,0.2615,2493.1965,534.0399,0.3095,712.470290,536.873
beta-Carotene,LMPR04000007,4,46,671.2559,0.041,-0.6834,2531.0733,479.9888,0.087,561.475709,536.873
beta-Carotene,CA00144,12,45,166.3796,0.5792,0.2988,2549.7956,532.1777,0.2667,717.004,536.873
beta-Carotene,LMPR0103210001,6,26,152.0812,0.1501,-0.4545,2038.3426,510.8537,0.2308,218.167065,536.873
beta-Carotene,CA00900,10,32,245.0444,0.4685,-0.0389,2273.6212,566.6518,0.3125,408.558,536.873
beta-Carotene,CA00215,16,42,282.889,0.6243,0.3605,2106.9598,484.8182,0.381,787.092,536.873
beta-Carotene,LMPR0102060009,4,31,203.8103,0.2042,-0.3115,2375.9703,545.5993,0.129,302.188195,536.873
beta-Carotene,LMPR0103010009,6,26,60.3727,0.51,0.1332,1396.125,383.5164,0.2308,382.131031,536.873
beta-Carotene,CA00244,17,41,252.2789,0.6466,0.3981,2149.6633,501.846,0.4146,785.076,536.873
beta-Carotene,CA00857,15,36,318.2991,0.616,0.2875,1824.2677,493.4043,0.4167,618.822,536.873
beta-Carotene,LMPR0103160007,3,28,155.0773,0.1144,-0.4427,2261.0597,525.104,0.1071,234.161980,536.873
beta-Carotene,LMPR0102090035,2,25,203.4342,0.0265,-0.5468,1918.3334,471.3613,0.08,154.135765,536.873
beta-Carotene,LMPR0103050006,2,35,410.2989,0.011,-0.647,2987.3409,584.4977,0.0571,444.199550,536.873
beta-Carotene,LMPR0106080005,5,45,417.6107,0.1498,-0.3194,3343.4352,652.3435,0.1111,568.303620,536.873
beta-Carotene,LMPR01070397,12,43,173.1289,0.5538,0.258,2089.3477,467.4646,0.2791,1108.867020,536.873
beta-Carotene,LMPR0102120039,5,21,822.9903,0.0361,-0.5065,1710.2345,477.7769,0.2381,152.120115,536.873
beta-Carotene,CA00663,13,49,236.3133,0.4895,0.1509,3102.0879,608.7274,0.2653,725.024,536.873
beta-Carotene,CA00646,11,42,312.9749,0.5194,0.1676,2562.2957,557.3727,0.2619,596.816,536.873
beta-Carotene,LMPR0103500014,1,34,159.4973,0.0014,-0.5557,2375.3595,497.5948,0.0294,290.260965,536.873
beta-Carotene,CA00982,9,45,311.248,0.458,0.0684,2927.044,573.5433,0.2,612.774,536.873
beta-Carotene,CA00768,11,44,390.8585,0.4931,0.122,2912.1759,600.8376,0.25,729.86,536.873
beta-Carotene,CA01139,7,29,103.9433,0.4546,0.0013,1831.9137,471.2937,0.2414,284.424,536.873
beta-Carotene,CA00488,12,35,234.7133,0.6034,0.2593,1921.3503,501.9736,0.3429,580.816,536.873
beta-Carotene,CA00679,13,38,117.7273,0.6636,0.4036,1987.4199,467.7095,0.3421,566.832,536.873
beta-Carotene,LMPR0104240007,4,31,118.6055,0.2358,-0.2712,2108.5132,485.1065,0.129,302.224580,536.873
beta-Carotene,LMPR01070179,8,28,84.0784,0.5931,0.1909,1561.0508,418.426,0.2857,568.428030,536.873
beta-Carotene,LMPR0102010013,3,24,104.0864,0.2831,-0.1826,1685.6426,436.058,0.125,154.135765,536.873
beta-Carotene,LMPR0104240011,4,32,197.4789,0.1363,-0.4528,2259.9267,494.9916,0.125,322.250795,536.873
beta-Carotene,LMPR01090017,14,22,80.3731,0.6422,0.1184,1018.6691,381.7708,0.6364,284.214015,536.873
beta-Carotene,LMPR0106090005,7,40,317.3071,0.2782,-0.1643,2402.9671,518.1331,0.175,500.350175,536.873
beta-Carotene,LMPR0102070004,3,23,673.3963,0.0296,-0.5226,1970.6899,515.6748,0.1304,182.094295,536.873
beta-Carotene,LMPR0106010070,11,35,157.8987,0.57,0.2315,1620.5521,405.8566,0.3143,474.370910,536.873
beta-Carotene,LMPR0106150063,5,97,1599.2203,0.0138,-0.4864,6797.2407,820.3867,0.0515,1988.924190,536.873
beta-Carotene,LMPR02030028,7,38,151.1185,0.2553,-0.2301,2655.4455,574.6562,0.1842,450.349780,536.873
beta-Carotene,LMPR01070612,14,40,78.1203,0.7095,0.5236,1679.4611,415.1826,0.35,540.469500,536.873
beta-Carotene,LMPR01070157,13,49,179.3458,0.5604,0.2909,2814.7396,560.0549,0.2653,764.574360,536.873
beta-Carotene,CA00624,12,40,212.3505,0.5609,0.2106,2324.6583,506.949,0.3,584.848,536.873
beta-Carotene,CA00729,14,38,61.7807,0.643,0.3546,2091.2724,494.9303,0.3684,548.816,536.873
beta-Carotene,CA01156,6,30,230.7327,0.4062,-0.0571,1957.5277,473.7983,0.2,346.366,536.873
beta-Carotene,LMPR01090046,7,33,170.9536,0.3783,-0.1374,2386.5448,542.406,0.2121,354.219495,536.873
beta-Carotene,CA00732,13,38,108.9123,0.553,0.1498,2496.7099,572.3084,0.3421,560.784,536.873
beta-Carotene,LMPR01070073,9,39,283.6664,0.4404,-0.0035,2577.7658,543.5114,0.2308,578.375995,536.873
beta-Carotene,LMPR0106150028,7,38,127.6274,0.3031,-0.1156,1944.4438,443.8334,0.1842,456.360345,536.873
beta-Carotene,LMPR0105050006,4,37,331.9383,0.1771,-0.323,2775.7997,587.0168,0.1081,400.261360,536.873
beta-Carotene,LMPR0104170010,3,34,393.1488,0.0153,-0.5507,2653.673,561.264,0.0882,332.198760,536.873
beta-Carotene,LMPR0106110002,2,37,336.1198,0.008,-0.5525,3129.5664,623.5402,0.0541,388.188590,536.873
beta-Carotene,LMPR04000020,5,62,625.5275,0.0336,-0.5392,3322.4543,543.1943,0.0806,929.731984,536.873
beta-Carotene,LMPR0104330014,9,42,408.0298,0.3123,-0.1532,2776.0156,577.9324,0.2143,654.340400,536.873
beta-Carotene,CA00013,8,23,180.362,0.5943,0.1195,1343.638,417.3863,0.3478,428.588,536.873
beta-Carotene,LMPR0106080018,8,43,364.2284,0.2717,-0.2547,2306.2592,463.8312,0.186,622.444471,536.873
beta-Carotene,LMPR01090018,14,22,80.0456,0.6431,0.1195,1017.9806,381.2552,0.6364,284.214015,536.873
beta-Carotene,CA00849,10,33,156.5339,0.6424,0.3236,1648.1491,410.1679,0.303,412.59,536.873
beta-Carotene,LMPR0103010007,6,26,109.5997,0.3234,-0.178,1779.8145,474.9515,0.2308,220.182715,536.873
beta-Carotene,LMPR0103190009,3,29,191.2634,0.0268,-0.5728,2201.9507,505.4544,0.1034,204.187800,536.873
beta-Carotene,CA00260,14,36,123.393,0.5932,0.2176,2116.9773,517.276,0.3889,566.832,536.873
beta-Carotene,CA00595,12,39,76.7473,0.5682,0.228,2167.4083,500.4751,0.3077,552.848,536.873
beta-Carotene,LMPR0105020002,7,32,51.9657,0.2081,-0.3527,1815.3217,440.0809,0.2188,348.375600,536.873
beta-Carotene,LMPR01030049,3,29,200.5136,0.0212,-0.5491,2213.2808,511.4891,0.1034,250.156895,536.873
beta-Carotene,CA00181,10,41,144.0009,0.4733,0.0804,2615.4213,568.365,0.2439,586.864,536.873
beta-Carotene,LMPR01090020,10,26,78.8942,0.5806,0.1111,1470.1508,428.6148,0.3846,298.193280,536.873
beta-Carotene,LMPR0104350003,7,29,72.0787,0.4514,0.0602,1506.9073,395.4412,0.2414,272.250400,536.873
beta-Carotene,LMPR01090044,7,30,94.9508,0.3601,-0.1502,2071.7482,509.1334,0.2333,296.214015,536.873
beta-Carotene,LMPR0103110001,5,26,36.8836,0.3669,-0.0966,1653.7062,433.9336,0.1923,204.187800,536.873
beta-Carotene,LMPR0106150058,8,46,409.0411,0.2456,-0.2582,2635.0057,504.9788,0.1739,780.465995,536.873
beta-Carotene,CA00988,11,35,284.5048,0.5696,0.2018,1883.6221,448.8488,0.3143,1037.336,536.873
beta-Carotene,LMPR0104010003,7,29,56.0768,0.5567,0.2072,1442.5789,382.1442,0.2414,450.193631,536.873
beta-Carotene,LMPR0102090029,4,22,79.8738,0.3832,-0.0799,1536.1921,425.0221,0.1818,150.104465,536.873
beta-Carotene,LMPR0102090026,3,23,52.787,0.1696,-0.3608,1787.8831,461.8575,0.1304,136.125200,536.873
beta-Carotene,CA00505,13,39,212.5413,0.5876,0.2533,2252.0625,522.9489,0.3333,596.858,536.873
beta-Carotene,LMPR0102070063,3,33,451.7257,0.1072,-0.5745,2769.516,560.8685,0.0909,550.189775,536.873
beta-Carotene,LMPR01080062,7,41,291.2518,0.3082,-0.1286,2392.1852,500.2367,0.1707,768.611535,536.873
beta-Carotene,LMPR02010005,6,28,168.5515,0.2661,-0.3226,2241.8421,545.128,0.2143,726.558710,536.873
beta-Carotene,LMPR0104170022,2,34,366.5984,0.0133,-0.5689,2685.7574,556.8247,0.0588,332.162375,536.873
beta-Carotene,LMPR0103700001,4,27,284.3653,0.0407,-0.5965,1957.4052,475.0179,0.1481,204.187800,536.873
beta-Carotene,CA01228,14,39,181.3178,0.6372,0.3687,1836.6716,461.8317,0.359,568.84,536.873
beta-Carotene,LMPR01070312,15,54,372.3136,0.5442,0.2977,2937.6878,582.136,0.2778,876.626790,536.873
beta-Carotene,CA00088,10,26,56.1951,0.5613,0.0936,1435.7005,413.0489,0.3846,572.88,536.873
beta-Carotene,CA00571,8,27,185.1794,0.586,0.1872,1499.1658,429.5657,0.2963,568.764,536.873
beta-Carotene,CA00410,13,38,195.6472,0.711,0.509,1716.3507,411.1531,0.3421,584.848,536.873
beta-Carotene,LMPR0102010017,3,24,99.8253,0.1607,-0.3919,1870.1059,467.2402,0.125,314.068431,536.873
beta-Carotene,CA00704,12,40,42.669,0.5764,0.2418,2391.6826,537.0615,0.3,532.816,536.873
beta-Carotene,LMPR0104050006,7,29,98.6596,0.1894,-0.401,1914.5848,470.8696,0.2414,288.245315,536.873
beta-Carotene,CA00779,11,26,119.1144,0.761,0.4704,1063.3576,351.6262,0.4231,616.804,536.873
beta-Carotene,CA00121,9,34,78.7755,0.5073,0.0568,2230.9298,513.948,0.2647,550.832,536.873
beta-Carotene,LMPR0102060004,7,29,187.7727,0.2984,-0.2165,2013.1627,513.9953,0.2414,330.219495,536.873
beta-Carotene,LMPR03020006,4,29,72.116,0.279,-0.185,1839.7985,447.7864,0.1379,846.665498,536.873
beta-Carotene,CA01011,3,22,118.6065,0.1555,-0.325,1753.8053,472.3285,0.1364,126.192,536.873
beta-Carotene,CA00425,9,40,227.2816,0.4885,0.1072,2318.6872,488.1652,0.225,618.864,536.873
beta-Carotene,LMPR01071055,11,40,271.8978,0.5496,0.1985,2509.2698,571.5131,0.275,578.375995,536.873
beta-Carotene,LMPR0104170030,4,32,335.2255,0.0208,-0.5889,2518.2828,547.7154,0.125,346.178025,536.873
beta-Carotene,CA00368,8,29,148.557,0.5907,0.2244,1490.6674,389.5132,0.2759,788.01,536.873
beta-Carotene,CA00507,12,35,209.9257,0.6319,0.3121,1823.7935,465.8619,0.3429,598.832,536.873
